שנה,חודש,ענף,מין,זן,שם,שוק,ממוצע_שופרסל,ממוצע_חנויות,ממוצע_שווקים_1,ממוצע_שווקים_2
2009,2009/11,הדרים          ,תפוזים         ,טבורי,ניוהול,קמעוני תל-אביב ,5.49,7.40,3.70,5.48
2009,2009/10,הדרים          ,תפוזים         ,טבורי,ניוהול,קמעוני תל-אביב ,5.99,7.90,3.77,5.33
2009,2009/09,הדרים          ,תפוזים         ,טבורי,ניוהול,קמעוני תל-אביב ,5.99,7.40,4.50,5.50
2009,2009/02,הדרים          ,תפוזים         ,טבורי,ניוהול,קמעוני תל-אביב ,5.99,6.40,3.00,4.47
2009,2009/01,הדרים          ,תפוזים         ,טבורי,ניוהול,קמעוני תל-אביב ,4.99,6.15,2.78,4.22
2012,2012/05,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני חיפה    ,5.49,4.50,3.50,4.00
2012,2012/04,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני חיפה    ,5.49,4.50,3.50,4.00
2012,2012/03,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני חיפה    ,4.99,4.50,3.50,4.00
2012,2012/02,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני חיפה    ,4.49,3.75,2.75,3.25
2011,2011/04,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני חיפה    ,5.49,4.99,4.00,4.50
2011,2011/03,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני חיפה    ,5.16,4.99,3.67,4.50
2010,2010/04,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני חיפה    ,4.37,4.35,2.88,3.38
2010,2010/03,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני חיפה    ,5.50,5.90,4.50,5.00
2010,2010/02,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני חיפה    ,3.66,3.63,2.67,3.17
2010,2010/01,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני חיפה    ,3.99,3.90,3.00,3.50
2009,2009/04,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני חיפה    ,3.99,3.50,2.50,3.00
2012,2012/05,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני ירושלים ,6.49,8.00,4.50,5.65
2012,2012/04,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני ירושלים ,6.49,7.00,3.50,5.50
2012,2012/03,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני ירושלים ,4.99,6.67,3.67,4.90
2012,2012/02,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני ירושלים ,3.99,7.00,3.33,4.83
2012,2012/01,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני ירושלים ,,,4.50,5.50
2011,2011/03,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני ירושלים ,6.99,7.00,4.25,5.50
2010,2010/04,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני ירושלים ,5.99,7.75,4.00,5.35
2010,2010/03,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני ירושלים ,5.99,7.75,3.70,5.35
2010,2010/02,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני ירושלים ,5.97,7.25,4.00,5.35
2010,2010/01,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני ירושלים ,5.99,6.00,3.80,5.00
2009,2009/03,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני ירושלים ,5.59,5.40,3.04,4.78
2009,2009/02,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני ירושלים ,5.99,6.00,3.25,4.85
2012,2012/05,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני תל-אביב ,6.66,6.99,3.83,5.43
2012,2012/04,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני תל-אביב ,6.49,6.99,4.50,5.50
2012,2012/03,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני תל-אביב ,4.99,6.99,3.58,4.82
2012,2012/02,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני תל-אביב ,3.99,6.49,3.50,5.12
2012,2012/01,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני תל-אביב ,,,3.50,4.80
2011,2011/03,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני תל-אביב ,6.99,,,
2010,2010/05,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני תל-אביב ,,,5.00,6.00
2010,2010/04,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני תל-אביב ,5.99,7.90,4.38,5.48
2010,2010/03,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני תל-אביב ,5.99,7.90,3.67,5.43
2010,2010/02,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני תל-אביב ,5.99,8.15,4.25,5.55
2010,2010/01,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני תל-אביב ,5.99,7.40,4.00,5.25
2009,2009/04,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני תל-אביב ,5.99,6.90,3.50,5.50
2009,2009/03,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני תל-אביב ,5.74,6.90,3.38,4.80
2009,2009/02,הדרים          ,תפוזים         ,שמוטי,סוג א,קמעוני תל-אביב ,5.99,6.90,3.00,4.70
2012,2012/07,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,5.62,4.50,3.50,4.00
2012,2012/06,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,5.62,5.25,3.88,4.38
2012,2012/05,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,5.49,4.50,3.50,4.00
2011,2011/10,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,5.49,5.99,4.00,5.00
2011,2011/09,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,6.99,5.99,5.00,6.00
2011,2011/08,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,7.99,6.99,,
2011,2011/07,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,7.49,6.99,,
2011,2011/06,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,5.74,5.25,4.00,4.75
2010,2010/09,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,5.99,5.99,,
2010,2010/08,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,5.99,5.93,3.50,4.50
2010,2010/07,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,5.99,5.90,3.50,4.50
2010,2010/06,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,5.19,5.10,3.10,3.90
2010,2010/05,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,4.37,4.30,2.88,3.38
2009,2009/09,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,5.49,5.99,,
2009,2009/08,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,5.49,5.99,,
2009,2009/07,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,4.99,3.50,2.50,3.00
2009,2009/06,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,4.99,3.50,2.50,3.00
2009,2009/05,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,4.66,3.50,2.50,3.00
2009,2009/04,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני חיפה    ,3.99,3.50,2.50,3.00
2012,2012/07,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,7.19,8.40,5.00,6.30
2012,2012/06,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.99,8.00,5.00,5.98
2012,2012/05,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.74,8.00,4.60,5.67
2012,2012/04,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.49,,4.00,5.50
2011,2011/09,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,7.99,10.00,5.00,6.75
2011,2011/08,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,7.99,10.00,5.60,7.04
2011,2011/07,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,7.99,10.00,5.75,7.00
2011,2011/06,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,7.99,9.50,5.25,6.75
2011,2011/04,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.99,8.00,5.00,6.50
2011,2011/03,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.99,7.00,4.50,5.50
2010,2010/09,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.99,8.00,5.00,5.50
2010,2010/08,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.99,8.00,5.00,6.40
2010,2010/07,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.99,7.80,5.04,6.38
2010,2010/06,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.82,8.00,4.70,6.13
2010,2010/05,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.49,8.00,5.00,6.13
2010,2010/04,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,,,4.00,5.25
2009,2009/09,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.99,8.00,4.80,6.00
2009,2009/08,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.99,8.00,4.28,5.98
2009,2009/07,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.99,8.00,4.58,5.95
2009,2009/06,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.97,7.75,3.58,5.50
2009,2009/05,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.99,6.25,3.62,5.38
2009,2009/04,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני ירושלים ,6.49,6.00,4.25,5.50
2012,2012/07,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.99,6.99,5.00,6.22
2012,2012/06,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.97,6.99,4.58,5.90
2012,2012/05,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.74,6.99,4.25,5.45
2012,2012/04,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.49,,4.50,5.50
2011,2011/10,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,5.99,9.90,4.50,5.20
2011,2011/09,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,7.99,9.90,5.00,7.00
2011,2011/08,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,7.99,8.94,5.44,7.28
2011,2011/07,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,7.99,8.90,5.75,7.25
2011,2011/06,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,7.99,8.63,5.50,6.93
2011,2011/05,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,7.99,7.99,5.32,7.15
2011,2011/04,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.99,7.99,4.90,6.60
2011,2011/03,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.99,7.99,5.00,6.40
2010,2010/08,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.99,7.99,5.10,6.50
2010,2010/07,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.99,8.29,5.00,6.60
2010,2010/06,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.86,8.90,5.00,6.50
2010,2010/05,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.49,8.90,4.83,6.63
2010,2010/04,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,5.99,,4.50,5.50
2009,2009/09,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.99,8.90,4.80,6.00
2009,2009/08,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.99,7.65,4.70,6.22
2009,2009/07,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.99,8.90,4.30,6.12
2009,2009/06,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.99,8.40,4.25,5.88
2009,2009/05,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,6.99,8.15,4.12,5.38
2009,2009/04,הדרים          ,תפוזים         ,ולנסיה,סוג א',קמעוני תל-אביב ,5.99,7.90,4.25,5.50
2012,2012/02,הדרים          ,תפוזים         ,קומקווט,תפזורת,קמעוני ירושלים ,9.99,12.00,7.50,8.50
2012,2012/01,הדרים          ,תפוזים         ,קומקווט,תפזורת,קמעוני ירושלים ,,,6.00,7.00
2011,2011/12,הדרים          ,תפוזים         ,קומקווט,תפזורת,קמעוני ירושלים ,,,6.00,7.50
2012,2012/02,הדרים          ,תפוזים         ,קומקווט,תפזורת,קמעוני תל-אביב ,9.99,,8.00,9.00
2012,2012/01,הדרים          ,תפוזים         ,קומקווט,תפזורת,קמעוני תל-אביב ,,,6.00,7.00
2012,2012/07,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.49,,,
2012,2012/07,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.99,,,
2012,2012/06,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,,,
2012,2012/06,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.99,,,
2012,2012/05,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.99,,,
2012,2012/05,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,,,
2012,2012/04,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.99,,,
2012,2012/04,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,,,
2012,2012/03,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,,,
2012,2012/03,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.99,,,
2012,2012/02,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,,,
2012,2012/02,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.96,,,
2012,2012/01,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.99,,,
2012,2012/01,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.74,,,
2011,2011/12,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,3.99,,,
2011,2011/12,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.99,,,
2011,2011/11,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.32,,,
2011,2011/11,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,4.32,,,
2011,2011/10,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.49,7.00,4.00,5.00
2011,2011/10,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,4.24,6.50,3.80,4.80
2011,2011/09,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,3.99,,,
2011,2011/09,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.49,,,
2011,2011/08,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.97,,,
2011,2011/08,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,3.99,,,
2011,2011/07,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.99,,,
2011,2011/07,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,3.99,,,
2011,2011/06,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,5.49,,,
2011,2011/06,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,5.49,,,
2011,2011/04,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,,,
2011,2011/04,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.99,,,
2011,2011/03,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.99,,,
2011,2011/03,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,5.24,,,
2011,2011/02,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,4.16,,,
2011,2011/02,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,5.66,,,
2011,2011/01,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,,,
2011,2011/01,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,5.36,,,
2010,2010/12,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,5.30,,,
2010,2010/12,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,4.62,,,
2010,2010/11,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,4.49,,,
2010,2010/11,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,5.49,,,
2010,2010/10,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,,,
2010,2010/10,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,4.49,,,
2010,2010/09,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,4.16,,,
2010,2010/09,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,,,
2010,2010/08,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.49,3.50,,
2010,2010/08,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,4.99,,
2010,2010/07,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.49,3.50,,
2010,2010/07,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,4.99,,
2010,2010/06,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.39,3.50,,
2010,2010/06,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,4.99,,
2010,2010/05,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,2.99,3.50,,
2010,2010/05,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,4.99,,
2010,2010/04,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,5.49,5.49,,
2010,2010/04,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,2.99,3.50,,
2010,2010/03,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,4.99,5.99,,
2010,2010/03,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,5.99,5.99,,
2010,2010/02,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,5.99,6.50,,
2010,2010/02,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.24,3.75,,
2010,2010/01,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.99,4.50,,
2009,2009/12,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,6.43,,
2009,2009/12,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.99,4.50,,
2009,2009/11,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,3.86,4.50,,
2009,2009/11,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,4.36,4.25,,
2009,2009/10,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,3.99,4.50,,
2009,2009/10,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,4.49,4.00,,
2009,2009/09,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.24,4.50,,
2009,2009/09,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.99,3.62,,
2009,2009/08,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,4.50,,
2009,2009/08,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.99,4.00,,
2009,2009/07,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,4.50,,
2009,2009/07,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,2.99,4.00,,
2009,2009/06,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.49,4.00,,
2009,2009/06,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.99,4.50,,
2009,2009/05,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.16,4.00,,
2009,2009/05,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,3.99,4.50,,
2009,2009/04,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,4.32,4.50,,
2009,2009/04,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.66,3.83,,
2009,2009/03,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.32,4.00,,
2009,2009/03,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,3.99,3.50,,
2009,2009/02,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,3.99,3.50,,
2009,2009/02,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,3.49,4.00,,
2009,2009/01,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני חיפה    ,2.99,4.00,,
2009,2009/01,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני חיפה    ,3.99,3.50,,
2012,2012/07,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,4.99,5.20,3.64,4.72
2012,2012/07,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,4.97,5.20,3.46,4.46
2012,2012/06,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,4.99,5.00,3.70,4.62
2012,2012/06,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,4.99,5.00,3.90,4.85
2012,2012/05,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,4.99,5.50,3.65,4.85
2012,2012/05,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,4.99,5.50,3.48,4.65
2012,2012/04,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,4.99,7.00,3.80,5.00
2012,2012/04,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,4.99,7.00,3.50,4.60
2012,2012/03,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,4.99,6.00,3.87,4.87
2012,2012/03,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,4.99,6.00,3.60,4.63
2012,2012/02,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,4.82,6.00,3.70,4.73
2012,2012/02,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,4.99,6.00,4.07,5.00
2012,2012/01,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,4.86,6.00,3.75,4.75
2012,2012/01,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,4.86,6.00,4.25,5.00
2011,2011/12,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,4.49,6.12,3.75,4.80
2011,2011/12,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,4.99,6.25,4.05,5.05
2011,2011/11,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,4.66,6.50,3.77,4.77
2011,2011/11,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,4.99,7.00,4.03,5.00
2011,2011/10,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,4.99,6.50,3.93,4.93
2011,2011/10,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,4.99,7.00,4.13,5.13
2011,2011/09,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,4.99,7.00,4.00,5.00
2011,2011/09,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,4.99,6.50,3.80,4.80
2011,2011/08,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,5.39,7.00,4.24,5.28
2011,2011/08,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,5.19,6.50,3.96,5.00
2011,2011/07,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,5.99,7.00,4.40,5.35
2011,2011/07,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,5.24,6.50,4.00,5.00
2011,2011/06,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,5.49,7.00,4.30,5.20
2011,2011/06,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,4.99,6.50,4.00,5.00
2011,2011/04,ירקות          ,תפוח אדמה      ,לבן,ארוז סוג א,קמעוני ירושלים ,4.99,6.50,4.00,5.00
2011,2011/04,ירקות          ,תפוח אדמה      ,דזירה,ארוז סוג א,קמעוני ירושלים ,5.99,7.50,4.40,5.40
